id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,is_canceled
26058,2,0,2,2,Meal Plan 1,0,Room_Type 1,122,2018,4,29,Online,0,0,0,95.2,0,1
26059,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Online,0,0,0,101.5,0,1
26060,2,0,0,4,Not Selected,0,Room_Type 1,29,2018,10,19,Online,0,0,0,119,2,1
26061,2,2,0,3,Meal Plan 1,0,Room_Type 6,36,2018,9,15,Online,0,0,0,207.9,3,0
26062,2,0,0,4,Meal Plan 2,0,Room_Type 1,100,2018,9,28,Offline,0,0,0,140,1,0
26063,3,0,2,2,Not Selected,0,Room_Type 1,135,2018,7,15,Online,0,0,0,92.28,2,0
26064,2,0,1,2,Meal Plan 1,0,Room_Type 1,117,2018,2,29,Offline,0,0,0,86.33,0,0
26065,2,0,2,2,Meal Plan 1,0,Room_Type 1,18,2018,12,18,Online,0,0,0,68.07,0,0
26066,1,0,0,4,Meal Plan 1,0,Room_Type 5,13,2018,2,3,Corporate,0,0,0,86,0,0
26067,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,2017,10,23,Corporate,1,2,7,65,0,0
26068,2,0,2,2,Meal Plan 1,0,Room_Type 1,2,2018,5,15,Offline,0,0,0,81.75,0,0
26069,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100,0,1
26070,1,0,0,1,Meal Plan 1,1,Room_Type 4,4,2018,7,1,Corporate,1,0,3,103,1,0
26071,2,0,2,3,Meal Plan 1,0,Room_Type 1,64,2018,3,12,Offline,0,0,0,46.4,0,0
26072,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,Offline,0,0,0,94.5,0,1
26073,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110,0,0
26074,2,1,2,5,Meal Plan 1,0,Room_Type 1,132,2018,7,2,Online,0,0,0,114.75,2,1
26075,2,0,2,2,Not Selected,1,Room_Type 1,40,2018,9,9,Online,0,0,0,134.1,1,0
26076,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,1,14,Corporate,0,0,0,66,0,0
26077,2,0,0,4,Not Selected,0,Room_Type 1,50,2018,11,15,Online,0,0,0,74.8,1,0
26078,2,0,1,1,Meal Plan 1,0,Room_Type 1,61,2017,10,26,Offline,0,0,0,72.24,1,0
26079,2,0,1,1,Meal Plan 1,0,Room_Type 6,5,2018,9,24,Online,0,0,0,239,3,0
26080,2,0,1,2,Not Selected,0,Room_Type 1,69,2018,3,11,Online,0,0,0,48.6,0,0
26081,2,2,1,2,Meal Plan 1,0,Room_Type 7,4,2018,7,8,Online,0,0,0,306,3,0
26082,2,0,2,2,Meal Plan 1,0,Room_Type 1,121,2018,9,24,Online,0,0,0,129.6,1,0
26083,2,0,0,2,Meal Plan 1,0,Room_Type 1,11,2018,3,11,Offline,0,0,0,74.8,0,0
26084,1,0,1,2,Meal Plan 1,0,Room_Type 1,290,2018,6,17,Offline,0,0,0,65,1,0
26085,2,0,0,3,Meal Plan 1,0,Room_Type 1,146,2017,12,29,Offline,0,0,0,75,0,0
26086,2,0,2,5,Meal Plan 1,0,Room_Type 1,4,2017,8,14,Online,0,0,0,106.14,1,0
26087,3,0,1,3,Meal Plan 1,0,Room_Type 4,53,2018,10,10,Online,0,0,0,151.2,2,0
26088,2,0,0,2,Meal Plan 2,0,Room_Type 1,291,2018,8,19,Online,0,0,0,115,0,1
26089,1,0,0,1,Meal Plan 1,0,Room_Type 1,93,2018,8,13,Online,0,0,0,112.5,1,0
26090,2,0,2,2,Meal Plan 1,0,Room_Type 1,29,2017,10,17,Online,0,0,0,95.04,0,0
26091,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Offline,0,0,0,85,0,0
26092,2,0,1,4,Not Selected,0,Room_Type 1,196,2018,8,3,Online,0,0,0,80.75,1,0
26093,2,0,1,4,Meal Plan 1,0,Room_Type 4,42,2017,11,2,Offline,0,0,0,60,0,0
26094,1,0,1,5,Meal Plan 1,0,Room_Type 1,43,2018,3,8,Online,0,0,0,68.47,0,1
26095,2,0,0,2,Meal Plan 1,0,Room_Type 2,47,2017,11,5,Online,0,0,0,105.5,2,0
26096,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,1,10,Online,0,0,0,82,0,0
26097,3,0,2,0,Meal Plan 1,0,Room_Type 4,49,2018,8,21,Online,0,0,0,168.3,2,0
26098,2,0,0,2,Meal Plan 1,0,Room_Type 1,32,2018,9,9,Online,0,0,0,135.9,1,0
26099,2,2,2,1,Meal Plan 1,1,Room_Type 6,56,2018,8,13,Online,0,0,0,216.9,1,0
26100,2,2,0,4,Meal Plan 1,0,Room_Type 7,8,2017,9,1,Online,0,0,0,159.75,2,0
26101,2,0,1,1,Meal Plan 1,0,Room_Type 1,61,2018,4,30,Offline,0,0,0,89.75,1,0
26102,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,1,19,Online,0,0,0,80,0,0
26103,2,0,1,1,Meal Plan 1,0,Room_Type 1,25,2018,1,9,Offline,0,0,0,70,0,0
26104,2,2,0,3,Meal Plan 1,0,Room_Type 7,33,2018,3,22,Online,0,0,0,182.85,1,0
26105,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,12,7,Corporate,0,0,0,65,0,0
26106,2,0,1,3,Meal Plan 1,0,Room_Type 1,18,2017,8,31,Online,0,0,0,101.25,1,1
26107,2,0,0,2,Meal Plan 1,0,Room_Type 1,31,2017,9,15,Online,0,0,0,94.5,1,0
26108,2,0,1,2,Meal Plan 1,0,Room_Type 1,14,2018,2,19,Offline,0,0,0,40.67,0,0
26109,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,61,0,1
26110,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75,0,1
26111,2,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,110,0,1
26112,3,0,0,1,Meal Plan 1,0,Room_Type 6,0,2018,9,21,Online,0,0,0,201.16,1,0
26113,1,0,0,2,Not Selected,0,Room_Type 1,6,2018,3,10,Online,0,0,0,93,0,1
26114,2,0,2,4,Meal Plan 1,0,Room_Type 1,13,2018,12,3,Online,0,0,0,89.39,0,0
26115,3,0,1,4,Meal Plan 1,0,Room_Type 1,184,2018,7,11,Offline,0,0,0,96.9,1,0
26116,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,11,4,Corporate,1,0,2,65,0,0
26117,1,0,2,4,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,78.33,0,0
26118,2,0,0,1,Meal Plan 1,0,Room_Type 1,99,2018,5,19,Online,0,0,0,135.9,1,1
26119,1,0,2,0,Meal Plan 1,0,Room_Type 1,1,2018,6,19,Online,0,0,0,135,0,0
26120,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115,0,1
26121,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,2018,12,2,Offline,0,0,0,52,0,0
26122,2,0,1,1,Meal Plan 1,0,Room_Type 1,137,2018,9,12,Offline,0,0,0,89.75,0,0
26123,2,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,9,22,Online,0,0,0,169,2,0
26124,2,0,1,2,Meal Plan 1,0,Room_Type 4,29,2018,8,26,Online,0,0,0,150.8,1,0
26125,1,0,2,1,Meal Plan 2,0,Room_Type 1,122,2018,3,27,Offline,0,0,0,86,0,0
26126,1,0,1,0,Meal Plan 1,0,Room_Type 1,9,2018,9,25,Offline,0,0,0,90,0,1
26127,2,0,1,5,Meal Plan 2,0,Room_Type 6,98,2018,10,24,Online,0,0,0,89.5,2,0
26128,1,0,0,3,Meal Plan 1,0,Room_Type 1,96,2018,11,16,Online,0,0,0,84.6,0,0
26129,2,0,1,3,Meal Plan 1,0,Room_Type 1,60,2018,4,11,Online,0,0,0,76.58,1,0
26130,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110,0,1
26131,2,0,2,2,Meal Plan 1,0,Room_Type 1,175,2018,11,12,Online,0,0,0,83.01,2,0
26132,2,0,2,6,Meal Plan 1,0,Room_Type 1,195,2018,9,3,Online,0,0,0,109.23,0,1
26133,3,0,0,3,Meal Plan 1,0,Room_Type 4,43,2018,6,30,Online,0,0,0,150.3,0,1
26134,1,0,0,1,Meal Plan 1,0,Room_Type 1,43,2017,10,13,Offline,0,0,0,75,0,0
26135,1,0,2,4,Meal Plan 1,0,Room_Type 1,107,2017,12,23,Online,0,0,0,46.63,1,0
26136,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100,0,1
26137,1,0,0,2,Meal Plan 1,1,Room_Type 1,18,2018,10,18,Corporate,1,0,3,67,0,0
26138,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Online,0,0,0,109,0,1
26139,2,2,0,3,Meal Plan 1,0,Room_Type 6,43,2018,10,5,Online,0,0,0,178.2,0,1
26140,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2018,12,23,Online,0,0,0,88.4,3,0
26141,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,Offline,0,0,0,94.5,0,0
26142,2,0,2,5,Meal Plan 1,0,Room_Type 4,122,2018,12,24,Online,0,0,0,77.44,1,1
26143,2,0,2,1,Meal Plan 1,0,Room_Type 1,25,2017,10,4,Online,0,0,0,80.85,1,0
26144,2,0,2,4,Meal Plan 1,0,Room_Type 4,105,2018,3,20,Online,0,0,0,88.12,0,0
26145,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115,1,1
26146,3,0,0,2,Meal Plan 1,0,Room_Type 4,50,2018,9,2,Online,0,0,0,142.2,0,1
26147,1,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,80,0,0
26148,2,1,2,0,Meal Plan 1,0,Room_Type 4,6,2018,8,28,Offline,0,0,0,120.5,0,0
26149,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109,0,0
26150,2,0,1,1,Meal Plan 1,0,Room_Type 1,37,2018,4,11,Online,0,0,0,105.3,0,1
26151,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,109,0,1
26152,2,0,2,1,Not Selected,0,Room_Type 1,43,2018,11,12,Online,0,0,0,92.4,1,0
26153,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,11,9,Corporate,0,0,0,65,0,0
26154,2,0,0,3,Meal Plan 1,0,Room_Type 1,119,2018,9,22,Online,0,0,0,129.6,2,0
26155,2,0,0,2,Meal Plan 1,0,Room_Type 1,26,2018,12,16,Online,0,0,0,104,0,1
26156,3,0,0,2,Meal Plan 1,0,Room_Type 1,239,2018,10,28,Online,0,0,0,128.7,1,1
26157,2,0,0,2,Meal Plan 1,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,1
26158,2,0,2,5,Meal Plan 1,0,Room_Type 1,170,2018,9,29,Online,0,0,0,114.04,0,1
26159,2,0,2,2,Meal Plan 1,1,Room_Type 1,169,2018,4,23,Online,0,0,0,118.25,2,1
26160,1,0,0,2,Not Selected,0,Room_Type 1,1,2018,10,7,Online,0,0,0,133.98,1,0
26161,2,0,1,4,Meal Plan 1,0,Room_Type 4,128,2018,8,17,Online,0,0,0,122.4,0,1
26162,2,0,2,3,Meal Plan 1,0,Room_Type 1,170,2018,4,8,Offline,0,0,0,78,0,0
26163,2,0,2,2,Meal Plan 1,1,Room_Type 1,43,2017,12,26,Offline,0,0,0,64,2,0
26164,2,0,2,3,Not Selected,0,Room_Type 1,90,2018,3,20,Online,0,0,0,51.71,1,0
26165,2,0,2,2,Meal Plan 1,1,Room_Type 2,190,2018,5,6,Online,0,0,0,109.3,0,1
26166,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,115,1,1
26167,2,0,0,2,Meal Plan 1,0,Room_Type 4,40,2018,10,21,Online,0,0,0,175,0,1
26168,1,0,0,3,Meal Plan 1,0,Room_Type 1,161,2018,9,8,Offline,0,0,0,116.1,0,1
26169,1,0,0,2,Meal Plan 2,0,Room_Type 1,254,2018,9,16,Offline,0,0,0,91,0,0
26170,1,0,1,1,Meal Plan 1,0,Room_Type 1,16,2017,9,21,Offline,0,0,0,65.45,0,0
26171,1,0,0,3,Meal Plan 1,0,Room_Type 1,308,2018,11,23,Online,0,0,0,78.3,2,1
26172,2,0,2,3,Meal Plan 1,0,Room_Type 4,51,2018,9,18,Online,0,0,0,149.4,1,0
26173,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,5,4,Corporate,1,3,30,65,0,0
26174,2,0,2,7,Meal Plan 1,0,Room_Type 4,82,2018,9,13,Online,0,0,0,149.4,3,0
26175,3,0,0,3,Meal Plan 1,0,Room_Type 4,72,2018,10,18,Online,0,0,0,151.2,1,1
26176,1,0,1,4,Meal Plan 1,0,Room_Type 1,179,2018,7,4,Online,0,0,0,66.76,1,0
26177,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,11,10,Corporate,0,0,0,109.65,0,0
26178,2,0,1,1,Meal Plan 1,0,Room_Type 4,175,2018,9,17,Online,0,0,0,140.4,1,1
26179,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,11,23,Online,0,0,0,94,1,0
26180,1,0,0,0,Meal Plan 1,0,Room_Type 1,1,2018,9,14,Online,1,0,1,0,1,0
26181,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,2018,5,10,Offline,0,0,0,108.8,0,0
26182,2,0,1,3,Not Selected,0,Room_Type 1,8,2017,10,29,Online,0,0,0,94.24,0,0
26183,2,0,0,1,Not Selected,0,Room_Type 1,109,2018,10,11,Online,0,0,0,108,0,1
26184,2,0,0,1,Not Selected,0,Room_Type 1,2,2018,6,23,Online,0,0,0,97,1,0
26185,2,0,1,4,Meal Plan 1,0,Room_Type 1,106,2018,7,13,Offline,0,0,0,72.25,0,0
26186,2,0,0,4,Meal Plan 2,0,Room_Type 1,296,2018,9,21,Offline,0,0,0,117,1,1
26187,2,0,0,5,Meal Plan 1,0,Room_Type 1,230,2018,9,6,Offline,0,0,0,137,1,1
26188,2,0,0,1,Meal Plan 1,0,Room_Type 1,10,2017,10,8,Online,0,0,0,145,0,1
26189,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2017,8,4,Complementary,0,0,0,0,0,0
26190,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Offline,0,0,0,90,0,1
26191,2,1,1,4,Meal Plan 1,0,Room_Type 1,55,2017,11,9,Online,0,0,0,79.2,2,1
26192,2,0,0,2,Meal Plan 1,0,Room_Type 1,57,2018,9,21,Offline,0,0,0,101.52,0,0
26193,2,0,0,4,Meal Plan 2,0,Room_Type 1,152,2018,11,1,Offline,0,0,0,98,0,0
26194,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130,0,1
26195,1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2017,10,19,Corporate,0,0,0,132,0,0
26196,2,0,2,4,Meal Plan 1,0,Room_Type 1,82,2018,10,16,Offline,0,0,0,80.75,0,0
26197,2,0,0,4,Meal Plan 1,0,Room_Type 4,133,2018,5,4,Online,0,0,0,116.95,0,1
26198,2,0,0,3,Not Selected,0,Room_Type 1,118,2018,6,2,Online,0,0,0,116.1,0,1
26199,0,2,0,3,Meal Plan 1,0,Room_Type 2,230,2018,7,26,Online,0,0,0,86.5,1,1
26200,2,0,0,4,Meal Plan 1,0,Room_Type 4,4,2018,6,7,Online,0,0,0,146,1,0
26201,2,0,0,4,Meal Plan 1,0,Room_Type 1,9,2017,8,19,Online,0,0,0,90,1,0
26202,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,0
26203,2,0,0,3,Not Selected,0,Room_Type 1,128,2018,7,7,Online,0,0,0,103.5,0,1
26204,2,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,4,27,Online,0,0,0,103.44,0,1
26205,1,0,2,8,Meal Plan 1,0,Room_Type 1,45,2018,11,1,Online,0,0,0,101.38,0,1
26206,2,0,0,1,Not Selected,0,Room_Type 1,35,2018,11,22,Online,0,0,0,79.2,1,0
26207,2,2,0,1,Meal Plan 1,0,Room_Type 6,20,2018,7,6,Online,0,0,0,231,1,0
26208,2,0,0,2,Meal Plan 1,0,Room_Type 1,2,2018,8,16,Online,0,0,0,177.5,1,0
26209,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,9,22,Online,0,0,0,111.65,0,0
26210,2,0,0,2,Meal Plan 1,0,Room_Type 1,345,2018,12,20,Online,0,0,0,78.3,2,1
26211,2,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,6,23,Online,0,0,0,101,1,0
26212,3,0,2,5,Meal Plan 1,0,Room_Type 4,58,2018,9,5,Online,0,0,0,153.77,0,0
26213,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,10,12,Offline,0,0,0,65,1,0
26214,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115,1,1
26215,2,0,1,2,Meal Plan 1,0,Room_Type 4,138,2018,7,4,Online,0,0,0,91.48,1,0
26216,1,0,1,1,Not Selected,0,Room_Type 1,20,2018,4,4,Online,0,0,0,89,0,1
26217,2,0,2,2,Meal Plan 1,0,Room_Type 1,169,2018,4,22,Offline,0,0,0,77,1,0
26218,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,8,26,Corporate,0,0,0,65,0,0
26219,1,0,0,3,Not Selected,0,Room_Type 1,1,2018,12,13,Online,0,0,0,78,1,0
26220,1,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,4,20,Corporate,1,0,5,67,1,0
26221,3,1,2,2,Meal Plan 1,0,Room_Type 5,70,2018,4,8,Offline,0,0,0,173.35,0,0
26222,2,0,1,5,Meal Plan 2,0,Room_Type 4,30,2018,8,23,Online,0,0,0,179.25,1,0
26223,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73,0,0
26224,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,110,0,1
26225,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115,0,1
26226,2,0,1,2,Meal Plan 1,0,Room_Type 1,132,2018,7,1,Offline,0,0,0,72.25,0,0
26227,2,0,2,1,Meal Plan 2,0,Room_Type 1,150,2018,1,2,Offline,0,0,0,101,0,0
26228,2,0,2,1,Meal Plan 1,0,Room_Type 1,41,2018,3,13,Corporate,0,0,0,85.67,0,0
26229,2,2,2,2,Meal Plan 1,0,Room_Type 6,175,2018,10,28,Online,0,0,0,162.9,0,1
26230,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89,0,1
26231,2,0,2,2,Meal Plan 1,0,Room_Type 1,140,2018,7,15,Online,0,0,0,99.45,0,0
26232,2,0,0,1,Meal Plan 2,0,Room_Type 1,100,2017,10,16,Online,0,0,0,108,0,1
26233,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,10,15,Online,0,0,0,140,0,0
26234,1,0,1,5,Meal Plan 1,0,Room_Type 4,20,2018,11,15,Online,0,0,0,96.9,1,0
26235,2,0,0,4,Meal Plan 1,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,70,0,1
26236,2,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90,0,1
26237,2,0,1,3,Meal Plan 1,0,Room_Type 4,101,2017,12,31,Offline,0,0,0,61.5,0,0
26238,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,8,12,Offline,0,0,0,75,0,0
26239,2,1,2,1,Meal Plan 2,0,Room_Type 1,52,2018,3,19,Offline,0,0,0,107,1,0
26240,2,0,0,3,Meal Plan 1,0,Room_Type 1,162,2017,9,17,Offline,0,0,0,70,0,0
26241,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,2018,12,2,Offline,0,0,0,52,0,0
26242,2,0,0,1,Meal Plan 1,0,Room_Type 1,17,2018,3,31,Offline,0,0,0,72.4,0,0
26243,2,0,2,5,Not Selected,0,Room_Type 1,55,2018,11,11,Online,0,0,0,74.8,1,1
26244,1,0,0,3,Meal Plan 1,0,Room_Type 1,73,2017,11,24,Offline,0,0,0,67.83,0,0
26245,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,11,8,Corporate,0,0,0,161.88,0,0
26246,3,0,2,5,Meal Plan 1,0,Room_Type 4,168,2018,7,17,Online,0,0,0,126.41,2,1
26247,2,0,1,3,Meal Plan 1,0,Room_Type 1,122,2018,6,9,Offline,0,0,0,75,0,0
26248,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110,0,1
26249,2,0,0,3,Not Selected,0,Room_Type 1,80,2018,4,12,Online,0,0,0,85.5,1,1
26250,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100,0,1
26251,2,0,0,2,Not Selected,1,Room_Type 1,0,2017,8,4,Online,0,0,0,80,1,0
26252,2,0,2,2,Meal Plan 1,0,Room_Type 1,56,2017,9,25,Offline,0,0,0,185,0,0
26253,2,0,0,1,Meal Plan 1,0,Room_Type 1,39,2018,12,27,Offline,0,0,0,65,1,0
26254,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Online,0,0,0,110,0,1
26255,2,0,0,3,Not Selected,0,Room_Type 1,34,2018,8,17,Online,0,0,0,125.1,2,0
26256,1,0,0,2,Meal Plan 1,0,Room_Type 4,16,2018,3,8,Corporate,0,0,0,76,0,0
26257,2,0,1,2,Meal Plan 1,1,Room_Type 1,118,2017,10,16,Online,0,0,0,98.25,1,0
26258,1,0,0,2,Meal Plan 1,0,Room_Type 1,6,2018,11,23,Corporate,1,0,1,65,1,0
26259,1,0,0,1,Meal Plan 2,0,Room_Type 1,67,2018,7,26,Offline,0,0,0,95,0,0
26260,2,1,2,0,Meal Plan 1,1,Room_Type 1,131,2018,7,3,Online,0,0,0,121.5,2,0
26261,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Online,0,0,0,75,0,1
26262,2,2,1,1,Meal Plan 1,0,Room_Type 6,26,2018,8,29,Online,0,0,0,206.5,4,0
26263,2,0,0,4,Meal Plan 1,0,Room_Type 4,29,2018,4,19,Online,0,0,0,120.35,0,1
26264,2,0,1,4,Meal Plan 1,0,Room_Type 1,168,2018,8,1,Online,0,0,0,99.45,0,1
26265,1,0,1,0,Meal Plan 1,0,Room_Type 1,5,2018,9,26,Corporate,1,0,3,65,1,0
26266,2,0,2,5,Not Selected,1,Room_Type 1,160,2018,8,8,Online,0,0,0,106.75,0,1
26267,2,0,2,2,Meal Plan 1,0,Room_Type 2,111,2018,4,24,Online,0,0,0,85.86,0,0
26268,2,0,0,2,Not Selected,0,Room_Type 1,106,2017,7,21,Online,0,0,0,55.08,0,1
26269,1,0,0,2,Meal Plan 1,0,Room_Type 4,0,2018,3,4,Online,0,0,0,116,0,0
26270,3,0,0,2,Meal Plan 1,0,Room_Type 4,17,2018,6,16,Online,0,0,0,177,0,1
26271,1,0,2,1,Meal Plan 2,0,Room_Type 1,122,2018,3,27,Offline,0,0,0,86,0,0
26272,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Online,0,0,0,120,0,1
26273,2,1,2,3,Meal Plan 1,0,Room_Type 1,75,2018,4,29,Online,0,0,0,135.15,0,1
26274,2,0,0,4,Not Selected,0,Room_Type 1,37,2018,12,7,Online,0,0,0,74.8,1,0
26275,1,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,11,18,Online,0,0,0,86.4,1,1
26276,2,2,0,2,Meal Plan 1,0,Room_Type 6,12,2018,2,3,Online,0,0,0,171,0,1
26277,2,0,1,2,Meal Plan 1,0,Room_Type 1,18,2018,2,12,Offline,0,0,0,64,0,0
26278,2,0,2,1,Meal Plan 1,0,Room_Type 4,0,2018,4,3,Online,0,0,0,44.6,0,1
26279,2,0,0,3,Not Selected,0,Room_Type 1,21,2018,2,17,Online,0,0,0,79,1,0
26280,2,0,0,2,Meal Plan 1,0,Room_Type 1,28,2018,12,16,Complementary,0,0,0,0,0,0
26281,1,0,1,3,Meal Plan 1,0,Room_Type 5,68,2018,11,7,Online,0,0,0,220,2,0
26282,2,0,1,2,Not Selected,0,Room_Type 1,65,2018,9,5,Online,0,0,0,91.2,0,1
26283,1,0,2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,Offline,0,0,0,73,0,0
26284,2,0,1,2,Meal Plan 1,0,Room_Type 4,69,2018,4,22,Online,0,0,0,118.8,1,0
26285,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,1,6,Corporate,1,0,2,66,0,0
26286,2,2,1,2,Meal Plan 1,0,Room_Type 6,4,2018,4,11,Online,0,0,0,191,3,0
26287,2,0,0,4,Meal Plan 1,0,Room_Type 1,81,2017,12,30,Online,0,0,0,110.8,3,0
26288,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115,1,1
26289,2,0,0,3,Not Selected,0,Room_Type 1,68,2018,5,10,Online,0,0,0,116.1,0,1
26290,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Online,0,0,0,120,0,1
26291,2,0,1,3,Meal Plan 1,0,Room_Type 4,155,2018,10,3,Online,0,0,0,132.3,3,0
26292,2,2,1,1,Meal Plan 1,1,Room_Type 6,2,2018,8,6,Online,0,0,0,225,2,0
26293,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,87,0,0
26294,3,0,2,1,Meal Plan 1,0,Room_Type 1,83,2018,7,24,Offline,0,0,0,96.9,1,0
26295,2,0,1,2,Meal Plan 1,0,Room_Type 1,45,2018,11,7,Online,0,0,0,147.6,0,0
26296,1,0,1,3,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110,0,0
26297,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Online,0,0,0,130,0,1
26298,2,0,0,1,Meal Plan 1,0,Room_Type 4,53,2018,8,6,Online,0,0,0,149.4,1,0
26299,2,0,0,5,Meal Plan 1,0,Room_Type 1,140,2017,12,29,Offline,0,0,0,70,0,0
26300,2,2,0,1,Meal Plan 2,1,Room_Type 6,6,2018,8,13,Online,0,0,0,316,0,1
26301,2,0,1,2,Meal Plan 1,0,Room_Type 1,80,2018,9,19,Offline,0,0,0,144,0,0
26302,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60,0,1
26303,2,1,1,2,Meal Plan 2,0,Room_Type 1,62,2018,12,23,Online,0,0,0,120.88,1,0
26304,2,0,0,4,Meal Plan 1,0,Room_Type 1,60,2017,12,9,Online,0,0,0,96.3,1,0
26305,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89,0,1
26306,3,0,2,1,Meal Plan 2,0,Room_Type 1,122,2018,3,27,Offline,0,0,0,128,2,0
26307,2,0,2,5,Meal Plan 1,0,Room_Type 1,72,2017,7,8,Online,0,0,0,76.5,1,1
